id,airport_ref,airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,le_latitude_deg,le_longitude_deg,le_elevation_ft,le_heading_degT,le_displaced_threshold_ft,he_ident,he_latitude_deg,he_longitude_deg,he_elevation_ft,he_heading_degT,he_displaced_threshold_ft
232758,6402,TNCA,9000,148,ASP,1,0,11,12.504400253295898,-70.02749633789062,12,103.6,,29,12.49839973449707,-70.00299835205078,62,283.6,
232759,6359,TAPA,9003,148,ASP,1,0,07,17.130199432373047,-61.8036994934082,58,58.4,656,25,17.143199920654297,-61.781700134277344,17,238.4,
232762,5236,OMDM,12970,148,ASP,1,0,09,25.026501,55.3466,165,89,,27,25.027201,55.385799,165,269,
232763,5239,OMSJ,13320,197,ASP,1,0,12,25.338503,55.5048405,92,122,,30,25.32238,55.53261,111,302,984
232764,5226,OMAA,13471,197,ASP,1,0,13R,24.444401,54.635201,82,128,,31L,24.4217,54.667198,88,308,
232765,5231,OMAM,12012,150,ASP,1,0,13R,24.240800857543945,54.53670120239258,60,127,,31L,24.22100067138672,54.56549835205078,60,307,
232766,5231,OMAM,12012,150,ASP,1,0,13L,24.25819969177246,54.53329849243164,77,127,,31R,24.238300323486328,54.56209945678711,67,307,
232768,5235,OMDB,14590,197,ASP,1,0,12R,25.252836227416992,55.364376068115234,11,121,2345,30L,25.235919952392578,55.39488220214844,60,301,433
232769,5235,OMDB,14275,197,ASP,1,0,12L,25.26462745666504,55.35042190551758,11,121,1476,30R,25.247709274291992,55.38093185424805,32,301,984
232770,5237,OMFJ,10007,148,ASP,1,0,11R,25.114336,56.312618,134,112,2296,29L,25.103825,56.340576,49,292,
232771,5238,OMRK,12336,148,ASP,1,0,16,25.62969970703125,55.93389892578125,72,164.8,,34,25.597000122070312,55.94380187988281,102,344.8,
232773,5227,OMAD,10499,150,ASP,1,0,13,24.43720054626465,54.44559860229492,10,128.1,1674,31,24.41939926147461,54.47050094604492,10,308.2,2559
232774,5230,OMAL,13123,148,ASP,1,0,01,24.243799209594727,55.60660171508789,869,7,,19,24.279600143432617,55.611698150634766,842,187,
232777,5069,OAHR,9888,150,ASP,0,0,18,34.22119903564453,62.22999954223633,3206,187,,36,34.19879913330078,62.226600646972656,3133,7,
232778,5075,OAMS,10437,146,CONCRETE AND ASP,1,1,06L,36.70100021362305,67.19349670410156,1278,65.8,535,24R,36.712799072265625,67.22589874267578,1256,245.8,1733
232779,5070,OAIX,11820,151,CON,1,0,03R,34.93470001220703,69.25700378417969,4888,29,,21L,34.957801818847656,69.27310180664062,4895,209,
232780,5073,OAKN,10532,148,ASP,1,0,05,31.497499465942383,65.83390045166016,3303,55,,23,31.513999938964844,65.86170196533203,3337,235,2001
232781,5076,OASD,9140,160,CON,0,0,18,33.403900146484375,62.26169967651367,3773,182.5,,36,33.37879943847656,62.260398864746094,3773,2.5,
232782,5071,OAJL,7262,148,ASP,1,0,13,34.40639877319336,70.4896011352539,1814,131,,31,34.3931999206543,70.50759887695312,1809,311,
232783,5078,OAUZ,6558,148,ASP,0,0,11,36.668800354003906,68.90059661865234,1450,113,,29,36.66170120239258,68.92109680175781,1454,293,
232784,5072,OAKB,11483,164,ASP,1,0,11,34.570499420166016,69.19429779052734,5869,107,80,29,34.56119918823242,69.23049926757812,5872,287,2325
232786,5074,OAMN,5090,76,GVL,0,0,14,35.9364013671875,64.75579833984375,,143.2,,32,35.925201416015625,64.76609802246094,,323.2,
232787,2063,DABT,9843,148,ASP,1,0,05,35.744300842285156,6.29502010345459,2664,54.9,,23,35.7598991394043,6.322159767150879,2700,234.9,
232790,2049,DAAE,7874,148,ASP,1,0,08,36.709999084472656,5.056670188903809,20,80,,26,36.713600158691406,5.083059787750244,10,260,
232791,2060,DABB,9843,148,ASP,1,0,18,36.84510040283203,7.812739849090576,10,186.9,,36,36.81829833984375,7.808700084686279,16,6.9,335
232792,2060,DABB,7513,148,ASP,1,0,05,36.82059860229492,7.8067498207092285,16,51.8,,23,36.83330154418945,7.8267998695373535,10,231.8,
232793,2070,DAON,8530,148,ASP,1,0,07,35.009300231933594,-1.4705899953842163,807,70,,25,35.017398834228516,-1.443809986114502,804,250,
232794,2051,DAAJ,7874,148,ASP,1,0,02,24.273899,9.44399,3140,22,,20,24.294201,9.45259,3163,202,
232795,2051,DAAJ,9843,148,ASP,1,0,13,24.293100357055664,9.451939582824707,3163,125,,31,24.276899337768555,9.476940155029297,3169,305,
232796,2072,DAOR,12245,148,ASP,0,0,06,31.637699127197266,-2.2955400943756104,,60,,24,31.654499053955078,-2.261470079421997,,240,2370
232797,2072,DAOR,9840,148,ASP,0,0,18,31.658899307250977,-2.261229991912842,2661,180,,36,31.631799697875977,-2.2612099647521973,2654,360,
232800,2056,DAAT,11811,148,ASP,1,0,02,22.79640007019043,5.444389820098877,4459,22,,20,22.826499938964844,5.457749843597412,4518,202,
232801,2056,DAAT,10171,148,ASP,1,0,08,22.807301,5.42277,4465,82,,26,22.8113,5.45269,4472,262,
232802,2054,DAAP,9843,148,ASP,1,0,09,26.723600387573242,8.607460021972656,1765,90,,27,26.723400115966797,8.637840270996094,1778,270,
232805,2082,DAUL,12477,148,ASP,0,0,16R,33.77980041503906,2.919260025024414,2510,156.9,,34L,33.748199462890625,2.93533992767334,2510,336.9,
232806,2082,DAUL,12486,148,ASP,1,0,16L,33.78049850463867,2.9213600158691406,,157,,34R,33.749000549316406,2.937429904937744,,337,
232807,2085,DAUU,9843,148,ASP,0,0,01,31.905701,5.40465,492,16,,19,31.931801,5.4134,463,196,
232808,2085,DAUU,10171,148,ASP,0,0,18,31.930099487304688,5.416460037231445,,179,350,36,31.90220069885254,5.417059898376465,,359,
232809,2064,DAFH,9835,148,ASP,0,0,08,32.92789840698242,3.295799970626831,,79.2,,26,32.93299865722656,3.327280044555664,,259.2,
232810,2064,DAFH,4695,100,ASP,0,0,09,32.932098388671875,3.301460027694702,,88.1,280,27,32.932498931884766,3.316740036010742,,268.1,
232811,2069,DAOL,9037,140,ASP,1,0,08,35.539398193359375,-0.5469580292701721,361,75.6,,26,35.545501708984375,-0.5175859928131104,367,255.6,
232812,2068,DAOI,5413,98,ASP,0,0,07,36.209652,1.323303,463,66,,25,36.215473,1.339783,463,246,
232813,2065,DAOB,9843,148,ASP,1,0,08,35.3390998840332,1.4468599557876587,3245,81,,26,35.34320068359375,1.4794299602508545,3202,261,
232814,2075,DAUA,9843,148,ASP,1,0,04,27.827199935913086,-0.19611099362373352,915,40,,22,27.848100662231445,-0.1766670048236847,918,220,
232818,2084,DAUT,9843,148,ASP,0,0,06,29.22920036315918,0.2630560100078583,1024,56,,24,29.244199752807617,0.28888899087905884,1020,236,
232819,2067,DAOF,9840,148,ASP,1,0,08L,27.6984,-8.18221,,76,,26R,27.705099,-8.15279,,256,
232820,2067,DAOF,9840,148,ASP,1,0,08R,27.695601,-8.18143,,76,,26L,27.7024,-8.15197,,256,
232821,2076,DAUB,9469,148,ASP,0,0,13,34.801700592041016,5.726150035858154,285,130,,31,34.785099029541016,5.750470161437988,236,310,
232822,2149,DA14,3550,80,BIT,0,0,05,35.9025993347168,0.14196400344371796,,44,,23,35.90959930419922,0.1502940058708191,,224,70
232823,2149,DA14,2275,100,BIT,0,0,13,35.90950012207031,0.14816400408744812,,126.7,,31,35.905799865722656,0.15431900322437286,,306.7,
232824,2086,DAUZ,9843,148,ASP,1,0,05,28.04509925842285,9.635109901428223,1837,47,,23,28.063600540161133,9.657400131225586,1841,227,
232825,2086,DAUZ,7218,98,ASP,1,0,14,28.069,9.6292,1841,145,,32,28.0527,9.64201,1847,325,
232826,2050,DAAG,11483,197,ASP,1,0,05,36.69390106201172,3.220170021057129,72,53,,23,36.71289825439453,3.2513999938964844,82,233,
232827,2050,DAAG,11483,148,ASP,1,0,09,36.692100524902344,3.170830011367798,56,92,,27,36.691200256347656,3.2099199295043945,82,272,
232828,2061,DABC,7874,148,ASP,1,0,13,36.284401,6.61472,2306,136,,31,36.268902,6.63333,2254,316,
232829,2061,DABC,9843,148,ASP,0,0,16,36.28810119628906,6.610559940338135,2313,159,,34,36.26279830932617,6.622499942779541,2316,339,
232830,2073,DAOS,4868,100,ASP,0,0,10,35.172698974609375,-0.601347029209137,1575,97.7,,28,35.1708984375,-0.5852059721946716,1588,277.7,
232832,2074,DAOV,5577,98,ASP,0,0,08,35.20640182495117,0.13795800507068634,1686,80,,26,35.20909881591797,0.1563279926776886,1686,260,
232833,2081,DAUK,9843,148,ASP,1,0,01,33.060001373291016,6.087220191955566,279,9,,19,33.086700439453125,6.091939926147461,259,189,
232834,2062,DABS,9843,148,ASP,1,0,11,35.438469,8.108583,2648,113,,29,35.427898,8.138994,2671,293,
232835,2062,DABS,7874,98,ASP,1,0,12,35.435677,8.109838,2654,122,,30,35.423576,8.13175,2661,302,
232838,2079,DAUH,9843,148,ASP,1,0,18,31.686500549316406,6.141630172729492,459,184,,36,31.659299850463867,6.139279842376709,456,4,
232839,2083,DAUO,6562,98,ASP,0,0,02,33.49549865722656,6.775909900665283,203,18,,20,33.512699127197266,6.782559871673584,200,198,
232840,2083,DAUO,9843,148,ASP,1,0,13,33.52750015258789,6.761940002441406,194,130,,31,33.5099983215332,6.786670207977295,200,310,
232841,2071,DAOO,11811,148,ASP,1,0,07L,35.616641998291016,-0.6421390175819397,297,67,,25R,35.628944396972656,-0.6060810089111328,297,247,196
232843,2078,DAUG,10171,197,ASP,1,0,12,32.3838996887207,3.7944700717926025,1483,122.4,,30,32.36899948120117,3.8222200870513916,1421,302.4,
232844,2078,DAUG,7874,148,ASP,0,0,18,32.404998779296875,3.795830011367798,1512,183,,36,32.38330078125,3.794719934463501,1483,3,
232845,2048,DAAD,7218,98,ASP,0,0,04,35.325382,4.197872,1506,42,,22,35.340172,4.214033,1506,222,
232846,2057,DAAV,7874,148,ASP,1,0,17,36.80580139160156,5.871500015258789,20,171,,35,36.784400939941406,5.8757100105285645,36,351,
232847,2080,DAUI,9843,148,ASP,1,0,05,27.24250030517578,2.5002799034118652,896,51,,23,27.25950050354004,2.5237600803375244,883,231,
232852,2077,DAUE,5906,148,ASP,0,0,10,30.57029914855957,2.8577799797058105,1306,102,,28,30.5669002532959,2.876110076904297,1289,282,
232853,2077,DAUE,9843,148,ASP,0,0,18,30.59939956665039,2.8613901138305664,1302,180,,36,30.572500228881836,2.8616700172424316,1293,360,
232854,2058,DAAY,11780,150,ASP,0,0,06,33.52389907836914,-0.2598940134048462,,51,,24,33.5443000793457,-0.22984200716018677,,231,
232855,2058,DAAY,9436,100,ASP,0,0,17,33.5349006652832,-0.24190300703048706,,160,,35,33.510501861572266,-0.23131400346755981,,340,
232856,6441,UBBG,10827,148,CON,1,0,12,40.748016357421875,46.3047981262207,1076,128,,30,40.729793548583984,46.335472106933594,1083,308,
232857,72,UBBL,10837,148,ASP,0,0,15,38.771644592285156,48.79715347290039,,151,,33,38.7457160949707,48.815486907958984,,331,
232862,6442,UBBN,10826,148,CON,1,0,14R,39.198299407958984,45.44449996948242,2862,137.3,,32L,39.17649841308594,45.470401763916016,2819,317.3,375
232863,6442,UBBN,10826,148,ASP,1,0,14L,39.199001,45.445599,2863,137,,32R,39.1772,45.471298,2819,317,
232866,6440,UBBB,13123,197,ASP,1,0,16,40.490929,50.030434,-13,167,,34,40.455917,50.041431,-23,347,
232867,6440,UBBB,10499,148,CON,1,0,17,40.486698150634766,50.06330108642578,10,179,,35,40.45669937133789,50.06330108642578,-13,359,
232879,6446,UDYZ,12631,184,ASP,1,0,08,40.147202,44.373299,2800,90,,26,40.1474,44.418499,2838,270,
232880,6444,UDSG,10564,147,ASP,1,0,02,40.737098693847656,43.85169982910156,4941,24,,20,40.76359939575195,43.867000579833984,5000,204,
232881,2934,FNBC,5905,98,ASP,0,0,16,-6.262460231781006,14.243599891662598,1860,155,,34,-6.277329921722412,14.250499725341797,1860,335,
232882,2950,FNSO,5905,98,ASP,0,0,06,-6.14661,12.363769,,55,492,24,-6.135682,12.379547,,235,492
232883,2945,FNME,11483,147,ASP,0,0,13,-14.650099754333496,17.70549964904785,4573,120,,31,-14.664999961853027,17.734100341796875,4589,300,
232884,2953,FNUE,7875,130,ASP,0,0,11,-11.765399932861328,19.886999130249023,4487,104,,29,-11.770700454711914,19.90839958190918,4475,284,
232885,2954,FNUG,6562,55,ASP,1,0,01,-7.611999988555908,15.027000427246094,2723,6,,19,-7.594130039215088,15.028599739074707,2743,186,
232886,2948,FNPA,3379,98,ASP,0,0,07,-10.724599838256836,13.761799812316895,,55,,25,-10.719300270080566,13.76930046081543,,235,
232887,2936,FNCA,8202,98,ASP,1,0,36,-5.60829,12.1885,63,360,,18,-5.58569,12.1882,85,180,
232888,2943,FNLZ,4915,66,ASP,0,0,04,-9.121820449829102,18.045900344848633,,31,,22,-9.110090255737305,18.052799224853516,,211,
232889,2947,FNNG,7874,98,ASP,0,0,16,-7.744679927825928,15.28320026397705,,155,,34,-7.764339923858643,15.2923002243042,,335,
232890,2955,FNXA,7400,97,ASP,0,0,03,-16.76490020751953,14.96150016784668,,21,,21,-16.745899200439453,14.969200134277344,,201,
232891,2946,FNMO,8202,148,ASP,1,0,08,-15.265800476074219,12.136099815368652,210,66,,26,-15.256699562072754,12.157400131225586,210,246,
232892,2942,FNLU,12190,148,ASP,1,0,05,-8.876879692077637,13.213899612426758,235,47,,23,-8.854009628295898,13.23840045928955,232,227,500
232893,2942,FNLU,8530,197,ASP,1,0,07,-8.855609893798828,13.225700378417969,240,68,,25,-8.847000122070312,13.246600151062012,223,248,
232894,2937,FNDU,6468,80,ASP,0,0,03,-7.407680034637451,20.812700271606445,,40,,21,-7.394100189208984,20.82430076599121,,220,
232895,2941,FNLB,4920,98,ASP,1,0,16,-12.365300178527832,13.533100128173828,,151,,34,-12.37720012664795,13.54010009765625,,331,
232896,2944,FNMA,7283,98,ASP,0,0,13,-9.519619941711426,16.304000854492188,,123,,31,-9.530550003051758,16.32080078125,,303,
232897,2935,FNBG,5315,100,ASP,1,0,14,-12.604399681091309,13.398099899291992,118,131,,32,-12.613699913024902,13.40939998626709,118,311,
232898,2939,FNHU,8727,148,ASP,0,0,11,-12.806699752807617,15.748499870300293,5587,100,,29,-12.811100006103516,15.772600173950195,5561,280,
232899,2938,FNGI,10640,95,ASP,0,0,13,-17.03730010986328,15.670000076293945,,114.9,,31,-17.04960060119629,15.697600364685059,,294.9,
232900,2940,FNKU,8202,98,ASP,1,0,08,-12.408599853515625,16.936599731445312,,70,,26,-12.400699615478516,16.958200454711914,,250,
232901,2952,FNUB,10335,148,ASP,1,0,10,-14.925116,13.561948,5851,87,,28,-14.924222,13.591178,5774,267,
232904,2949,FNSA,11155,148,ASP,1,0,13,-9.679189682006836,20.420000076293945,3581,130,2953,31,-9.69894027709961,20.44379997253418,3596,310,
232905,2956,FNZG,5906,68,ASP,0,0,08,-7.718999862670898,21.350299835205078,,75,,26,-7.714859962463379,21.366100311279297,,255,
232906,2951,FNSU,3115,60,ASP,0,0,05,-11.170999526977539,13.844499588012695,,44.6,,23,-11.164799690246582,13.850600242614746,,224.6,
232907,4978,NSTU,10000,150,ASP,1,0,05,-14.340499877929688,-170.72500610351562,30,60.2,1000,23,-14.326800346374512,-170.7010040283203,9,240.2,800
232908,4978,NSTU,3800,100,ASP,1,0,08,-14.326899528503418,-170.71299743652344,6,90,1600,26,-14.326899528503418,-170.70199584960938,5,270,
232909,4977,NSFQ,3190,75,CON,1,0,12,-14.214200019836426,-169.4290008544922,,134.1,,30,-14.22029972076416,-169.4219970703125,,314.1,
232913,5835,SAWH,9186,148,CON,1,0,7,-54.844200134277344,-68.31749725341797,85,86.2,591,25,-54.84239959716797,-68.27400207519531,74,266.2,525
232914,5801,SAOS,8366,148,CON,1,0,2,-32.395599365234375,-65.1897964477539,2017,14.1,,20,-32.37369918823242,-65.18329620361328,2020,194.1,
232915,5820,SATU,7054,98,ASP,1,0,01,-29.7801,-57.979,,1,,19,-29.7607,-57.9786,,181,
232918,24,SA14,2031,98,GRE,0,0,4,-38.2322998046875,-57.87419891357422,,44,,22,-38.22460174560547,-57.8650016784668,,224,
232919,24,SA14,1968,98,GRE,0,0,9,-38.224998474121094,-57.87990188598633,,96,,27,-38.22639846801758,-57.86320114135742,,276,
232920,24,SA14,5472,102,ASP,0,0,18,-38.21849822998047,-57.87139892578125,,178.9,,36,-38.23350143432617,-57.87099838256836,,358.9,
232921,5831,SAWC,8366,148,CON,1,0,7,-50.28139877319336,-72.0708999633789,669,84.6,,25,-50.27920150756836,-72.0353012084961,653,264.6,
232922,5838,SAWP,2790,130,GRE,0,0,07,-46.53609848022461,-70.98190307617188,,87.3,,25,-46.535701751708984,-70.9708023071289,,267.3,
232923,5838,SAWP,5577,98,ASP,1,0,10,-46.53519821166992,-70.98899841308594,,111.8,195,28,-46.54079818725586,-70.96839904785156,,291.8,
232924,5838,SAWP,4405,100,GRE,0,0,11,-46.537498474121094,-70.98269653320312,,127.1,,29,-46.5447998046875,-70.96869659423828,,307.1,
232928,5842,SAZF,7218,148,ASP,1,0,04,-36.897499,-60.224701,,42,,22,-36.882599,-60.2085,,222,
232929,5842,SAZF,3478,148,GRE,0,0,13,-36.885501861572266,-60.227901458740234,,125,,31,-36.89039993286133,-60.21910095214844,,305,
232934,5846,SAZL,4921,98,ASP,1,0,17,-36.535701751708984,-56.723201751708984,,170,,35,-36.54899978637695,-56.720298767089844,,350,
232935,5782,SAHC,4921,98,ASP,0,0,12,-37.440799713134766,-70.22949981689453,,125,,30,-37.44860076904297,-70.21540069580078,,305,
232936,5783,SAHR,7073,148,ASP,1,0,9,-38.999900817871094,-67.63289642333984,,94.3,,27,-39.001399993896484,-67.60810089111328,,274.3,
232937,5768,SAAP,6890,148,ASP,1,0,1,-31.804100036621094,-60.481998443603516,243,8.4,,19,-31.785400390625,-60.47869873046875,243,188.4,
232939,5812,SASJ,9698,131,ASP,1,0,16,-24.381200790405273,-65.1051025390625,3019,149,,34,-24.404300689697266,-65.0905990600586,2903,329,
232942,5819,SATR,4101,112,CON,1,0,02,-29.210199,-59.690899,,7,,20,-29.1989,-59.689201,,187,
232943,5819,SATR,9186,164,CON,1,0,10,-29.210399627685547,-59.69430160522461,,89.6,,28,-29.2101993560791,-59.66550064086914,,269.6,
232946,5764,SAAC,5249,98,ASP,1,0,4,-31.303300857543945,-58.0005989074707,112,28,,22,-31.29050064086914,-57.992698669433594,82,208,
232947,5786,SAME,9301,177,CON,1,0,18,-32.81919860839844,-68.7927017211914,2290,181,,36,-32.84429931640625,-68.79309844970703,2310,1,
232948,5829,SAVY,8202,148,ASP,1,0,5,-42.765098571777344,-65.1156997680664,,58,,23,-42.75320053100586,-65.08979797363281,,238,
232949,5841,SAZC,4265,98,ASP,1,0,17,-37.44029998779297,-61.89070129394531,,169.6,,35,-37.45199966430664,-61.887901306152344,,349.6,
232950,5800,SAOR,7874,164,ASP,1,0,6,-33.730899810791016,-65.38909912109375,1590,58.4,,24,-33.71950149536133,-65.36710357666016,1591,238.4,
232951,5800,SAOR,7874,148,ASP,1,0,10,-33.729801177978516,-65.38849639892578,1590,101,,28,-33.7338981628418,-65.36299896240234,1591,281,
232952,5833,SAWE,6562,131,ASP,1,0,7,-53.778099060058594,-67.7645034790039,66,87.5,,25,-53.77730178833008,-67.73429870605469,44,267.5,
232954,5773,SACO,7218,148,ASP,1,0,05,-31.324800491333008,-64.20929718017578,1526,43,840,23,-31.308900833129883,-64.19120025634766,1539,223,
232955,5773,SACO,10499,148,CON,1,0,01,-31.324399948120117,-64.20800018310547,1522,358,,19,-31.295799255371094,-64.20809936523438,1604,178,
232956,5828,SAVV,4954,148,ASP,0,0,2,-40.87089920043945,-63.001399993896484,,25.7,,20,-40.859100341796875,-62.993900299072266,,205.7,
232957,5828,SAVV,8366,148,ASP,1,0,10,-40.867000579833984,-63.01110076904297,20,105.6,,28,-40.87310028076172,-62.981998443603516,16,285.6,
232959,5795,SANU,8071,148,ASP,1,0,18,-31.560400009155273,-68.41829681396484,1959,179.6,,36,-31.582599639892578,-68.41809844970703,1958,359.6,
232964,5827,SAVT,8399,148,CON,1,0,07,-43.2146,-65.285004,140,69,,25,-43.206402,-65.2556,134,249,
232969,5834,SAWG,9022,148,CON,1,0,08,-51.609501,-69.326721,57,86,243,26,-51.607613,-69.28714,51,266,
232970,5847,SAZM,7218,148,ASP,1,0,13,-37.92890167236328,-57.583900451660156,71,123,,31,-37.93949890136719,-57.56290054321289,62,303,
232971,5805,SARF,5905,131,ASP,1,0,4,-26.22010040283203,-58.23189926147461,193,25,,22,-26.205400466918945,-58.224300384521484,193,205,
232972,5840,SAZB,6496,98,ASP,1,0,06,-38.727501,-62.180573,243,61,,24,-38.718777,-62.160706,248,241,
232973,5840,SAZB,4915,98,ASP,0,0,17R,-38.719715,-62.184322,231,164,,35L,-38.7327,-62.179623,235,344,
232974,5840,SAZB,7907,148,ASP,1,0,17L,-38.716671,-62.157379,248,164,492,35R,-38.737503,-62.149601,218,344,
232975,5850,SAZP,4921,98,ASP,1,0,18,-35.837799072265625,-61.857601165771484,279,180,,36,-35.85129928588867,-61.857601165771484,279,360,
232976,5855,SAZW,4052,98,ASP,0,0,3,-38.94459915161133,-69.27349853515625,,39.4,,21,-38.93579864501953,-69.26429748535156,,219.4,
232977,5855,SAZW,5558,98,ASP,1,0,7,-38.94060134887695,-69.27429962158203,2133,83.3,,25,-38.93880081176758,-69.25499725341797,2100,263.3,
232978,5815,SAST,4921,98,ASP,0,0,02,-22.6264,-63.794601,1457,7,,20,-22.613001,-63.792702,1473,187,
232979,5853,SAZT,8366,157,CON,1,0,1,-37.245701,-59.2299,574,5,,19,-37.2229,-59.227402,548,185,
232980,5796,SAOC,7431,148,ASP,0,0,05,-33.099468,-64.277802,1381,178,,23,-33.084854,-64.260841,1381,358,
232981,5808,SARM,4068,98,GRE,0,0,18,-30.266700744628906,-57.640899658203125,,173,,36,-30.277099609375,-57.63949966430664,,353,
232982,5808,SARM,4323,98,GRE,0,0,18L,-30.26460075378418,-57.63990020751953,,173,,36R,-30.276399612426758,-57.63850021362305,,353,
232983,5849,SAZO,2621,59,GRE,0,0,13,-38.48970031738281,-58.814300537109375,,130,,31,-38.494300842285156,-58.80720138549805,,310,
232984,5849,SAZO,3609,98,GRE,0,0,17,-38.48509979248047,-58.809200286865234,,175,,35,-38.49489974975586,-58.80799865722656,,355,
232985,5849,SAZO,4921,98,ASP,1,0,18,-38.4828987121582,-58.81560134887695,,183,,36,-38.49639892578125,-58.81660079956055,,3,
232986,5856,SAZY,8205,148,ASP,0,0,06,-40.0796012878418,-71.1509017944336,2568,68,,24,-40.07120132446289,-71.12359619140625,2526,248,
232989,5821,SAVB,4265,98,ASP,0,0,18,-41.937801361083984,-71.53170013427734,,189,,36,-41.94940185546875,-71.53410339355469,,9,
232992,5836,SAWJ,6562,131,CON,1,0,07,-49.308498,-67.816101,,79,,25,-49.305,-67.789101,,259,
232993,5777,SADL,4682,148,ASP,1,0,2,-34.97549819946289,-57.89500045776367,69,13.9,,20,-34.9630012512207,-57.89120101928711,69,193.9,495
232994,5777,SADL,3904,75,ASP,0,1,14,-34.970298767089844,-57.9015007019043,,138.8,,32,-34.980098724365234,-57.8911018371582,,318.8,
232996,5807,SARL,7415,148,ASP,1,0,18,-29.67930030822754,-57.153900146484375,230,171,230,36,-29.699499130249023,-57.15019989013672,229,351,1010
232997,5792,SANL,9383,98,ASP,1,0,3,-29.392900466918945,-66.80280303955078,1437,28,,21,-29.37030029296875,-66.78880310058594,1391,208,
232998,5780,SADP,6923,147,CON,1,0,17,-34.601200103759766,-58.617000579833984,43,165.3,656,35,-34.61869812011719,-58.60820007324219,59,345.3,656
232999,5843,SAZG,2789,164,GRE,0,0,03,-35.69559860229492,-63.76839828491211,,32.1,,21,-35.68920135498047,-63.76350021362305,,212.1,
233000,5843,SAZG,7710,148,ASP,1,0,16,-35.68619918823242,-63.76279830932617,,160,,34,-35.706199645996094,-63.75379943847656,,340,982
233002,5848,SAZN,8432,148,ASP,1,0,9,-38.94900131225586,-68.17050170898438,895,90.2,,27,-38.94900131225586,-68.14089965820312,886,270.2,
233003,5811,SASA,9842,148,ASP,1,0,02,-24.872801,-65.489899,4088,11,,20,-24.846399,-65.4841,4039,191,
233004,5811,SASA,7874,98,ASP,1,0,06,-24.858101,-65.489601,4068,52,,24,-24.844801,-65.470802,3983,232,
233005,5851,SAZR,7546,98,ASP,1,0,1,-36.5984992980957,-64.2781982421875,620,11.2,,19,-36.57820129394531,-64.27320098876953,629,191.2,
233006,5803,SARC,6890,148,CON,1,0,2,-27.45479965209961,-58.763301849365234,202,8,,20,-27.436199188232422,-58.760398864746094,199,188,
233009,5832,SAWD,4921,98,ASP,1,0,6,-47.73809814453125,-65.91320037841797,,65,,24,-47.732398986816406,-65.8949966430664,,245,
233010,5826,SAVN,5905,98,ASP,0,0,12,-40.746498107910156,-65.04309844970703,,125.3,,30,-40.75590133666992,-65.02570343017578,,305.3,
233011,5771,SABE,7710,148,PEM,1,0,13,-34.553902,-58.425098,18,124,,31,-34.564499,-58.406101,15,304,417
233019,5824,SAVH,4593,56,ASP,1,0,9,-46.537899017333984,-68.97550201416016,,95,207,27,-46.53900146484375,-68.9563980102539,,275,207
233020,5854,SAZV,5220,92,ASP,1,0,11,-37.233636,-57.039377,34,102,540,29,-37.237006,-57.019351,34,282,200
233021,5839,SAWU,6562,98,ASP,0,1,7Z,-50.0233,-68.584702,,45,,25Z,-50.007599,-68.560204,,225,
233022,5839,SAWU,6561,98,ASP,1,0,07,-50.01900100708008,-68.5927963256836,364,77.9,,25,-50.015201568603516,-68.56559753417969,364,257.9,
233023,5839,SAWU,3960,164,GRE,0,1,08,-50.0192985534668,-68.59140014648438,,92.3,,26,-50.01969909667969,-68.57460021972656,,272.3,
233024,5839,SAWU,2977,150,GRE,0,1,11,-50.01919937133789,-68.59140014648438,,124.9,,29,-50.02389907836914,-68.58100128173828,,304.9,
233025,5839,SAWU,4227,166,GRE,0,1,17,-50.013099670410156,-68.5824966430664,,179.1,,35,-50.024600982666016,-68.58219909667969,,359.1,
233026,5825,SAVJ,6890,98,ASP,0,0,7,-41.3224983215332,-69.58719635009766,,80,,25,-41.31930160522461,-69.5625991821289,,260,
233027,5852,SAZS,7703,157,ASP,1,0,11,-41.14680099487305,-71.17030334472656,2749,115,,29,-41.155601501464844,-71.1447982788086,2772,295,
233033,5802,SAOU,9678,98,ASP,1,0,19,-33.259998,-66.354599,2297,187,,01,-33.2864,-66.358299,2330,7,
233034,5806,SARI,10827,148,ASP,1,0,13,-25.731000900268555,-54.488399505615234,908,114.8,,31,-25.743499755859375,-54.458499908447266,916,294.8,
233036,5765,SAAG,4364,98,ASP,1,0,1,-33.01169967651367,-58.613800048828125,75,1,,19,-32.99980163574219,-58.613399505615234,53,181,
233037,5816,SATD,4695,98,ASP,0,0,1,-26.403900146484375,-54.57419967651367,,357,,19,-26.39109992980957,-54.57500076293945,,177,
233038,5794,SANT,11483,148,CON,1,0,02,-26.85379981994629,-65.1072998046875,1439,10,,20,-26.827999114990234,-65.10230255126953,1493,190,
233039,5781,SAEZ,10827,197,ASP,1,0,11,-34.81909942626953,-58.55350112915039,62,102.3,,29,-34.825401306152344,-58.5181999206543,66,282.3,
233040,5781,SAEZ,10187,148,ASP,1,0,17,-34.80830001831055,-58.53390121459961,62,164,,35,-34.835201263427734,-58.524600982666016,67,344,984
233042,5844,SAZH,2461,75,GRE,0,0,4,-38.39030075073242,-60.327999114990234,,43,,22,-38.38570022583008,-60.3223991394043,,223,
233043,5844,SAZH,2953,75,GRE,0,0,14,-38.38010025024414,-60.330501556396484,,134,,32,-38.38570022583008,-60.32310104370117,,314,
